"date","total_issue_amount","total_paid_off_principle","loan_balance","total_current_principle","overdue_3_principle","overdue_10_principle","overdue_30_principle","overdue_60_principle","overdue_90_principle","overdue_more_than_90_principle","total_paid_off_amount","total_outstanding_amount","total_current_amount","overdue_3_amount","overdue_10_amount","overdue_30_amount","overdue_60_amount","overdue_90_amount","overdue_more_than_90_amount"
"2020-03-04","303017636000.00000000","199233482163.15800000","103784153836.84200000","67727187923.00000000","1597757863.00000000","2569302236.00000000","6869668548.00000000","7509903230.00000000","6869496037.64200000","10637377999.20000000","245841555229.13153600","143832285725.36200000","81628848284.52000000","2016944075.40000000","3409738025.20000000","11002819829.60000000","13924178104.80000000","12743515411.64200000","19106241994.20000000"
"2020-03-12","332316036000.00000000","219820378377.15800000","112495657622.84200000","46828347129.00000000","887545400.00000000","8468863.00000000","23185630.00000000","4896491508.00000000","6717527307.64200000","12758800499.20000000","248030556322.13153600","102214383015.88200000","56603057909.04000000","1052660291.20000000","0.00000000","0.00000000","9049674602.80000000","12469980380.84200000","23039009832.00000000"
"2021-01-15","978573822228.00000000","753303431867.21400000","225270390360.78600000","123384496771.00000000","1745145600.00000000","2885488720.00000000","6114851215.00000000","9917450385.00000000","5008638984.00000000","76210575805.78600000","927857291749.07509303","347437093194.65368000","151517066466.00000000","2212966300.00000000","3867705060.00000000","9540533711.45000000","18808467927.55000000","9995838110.20000000","151494515619.45368000"
"2020-07-01","407588493876.00000000","327038777798.65400000","80549716077.34600000","12582109007.00000000","97587618.00000000","95038600.00000000","226074906.96000000","773026904.34400000","18993132353.20000000","47778886687.84200000","398975891038.82031303","140298905978.72216000","15422411188.48800000","121344738.00000000","124057216.00000000","343461388.70928000","1364463801.76048000","35109700565.59240000","87813467080.17200000"
"2020-12-26","882543239000.00000000","681035616380.21400000","201507622619.78600000","105903405675.00000000","1305706724.00000000","2918215989.00000000","7592063798.00000000","6131866184.00000000","4608977941.00000000","73045327428.78600000","837706562751.55909303","314330103797.85368000","130463343041.00000000","1647664856.20000000","3860873799.45000000","11981180940.55000000","12001120620.20000000","9199126322.05000000","145176794218.40368000"
"2020-04-13","389127633000.00000000","294012122444.99800000","95115510555.00200000","33544270257.16000000","3994616750.00000000","8124072824.00000000","10827049537.00000000","10178333512.00000000","8505790180.00000000","19937917494.84200000","362630726019.96780800","143796620202.73192000","40522496338.06592000","4991544239.80000000","10721427461.69400000","16683883622.44200000","18720639095.08800000","15777615811.20000000","36379013634.44200000"
"2021-03-17","1315625866777.00000000","1020050316614.41400000","295575550162.58600000","160989872205.00000000","2348197174.00000000","4453034100.00000000","11788815223.80000000","14781548940.00000000","9810226715.00000000","91394924924.78600000","1260282171799.85909303","451271968488.60118000","197921744503.00000000","2953317241.00000000","5942619178.00000000","18084699205.94750000","27026700099.00000000","18282320788.45000000","181060567473.20368000"
"2020-11-03","677612709000.00000000","517864513358.81400000","159748195641.18600000","79835822748.40000000","867866690.00000000","1497488573.00000000","2886599417.00000000","4423723829.00000000","2850765941.00000000","67385369562.78600000","634766217692.53559303","254256804487.05368000","98238526836.40000000","1101152554.00000000","2015523143.00000000","4669294026.85000000","8649080697.20000000","5689376015.00000000","133893851214.60368000"
"2020-11-23","746578129000.00000000","563091246007.14400000","183486882992.85600000","99579569023.07000000","1196787600.00000000","1671557400.00000000","3691151384.00000000","4756704341.00000000","3387717505.00000000","69202836859.78600000","691076331558.53559303","286064345636.92368000","122708560938.07000000","1519648220.00000000","2246290020.00000000","5934695675.20000000","9374408415.05000000","6762269029.00000000","137518473339.60368000"
"2020-02-20","263599336000.00000000","166291794219.15800000","97307541780.84200000","65122271946.00000000","1551332500.00000000","3018154800.00000000","6168772668.00000000","6517655450.00000000","7567531345.64200000","7358363071.20000000","205446240754.35953600","133377238649.03400000","78420103016.39200000","1954310259.00000000","4041455466.00000000","9799184671.00000000","12107874803.40000000","13990661146.64200000","13063649286.60000000"
"2020-02-14","246989836000.00000000","154965751138.15800000","92024084861.84200000","61871317393.00000000","1888303200.00000000","2785868164.00000000","5255904558.00000000","6690747707.64200000","7320906568.00000000","6207577271.20000000","191562725926.50753600","125928681449.96200000","74545964563.32000000","2409027134.00000000","3738313664.00000000","8344846340.20000000","12422744403.84200000","13502563370.20000000","10965221974.40000000"
"2020-10-25","640604949000.00000000","490370728931.29400000","150234220068.70600000","71879403131.40000000","830000000.00000000","961817737.00000000","3559648604.00000000","3544426705.00000000","2563000941.00000000","66897364070.30600000","600709977228.01559303","241289550049.57368000","88230478634.40000000","1041360967.00000000","1286241101.85000000","5766805873.20000000","6937400644.00000000","5114920395.00000000","132912342434.12368000"
"2020-04-07","388188833000.00000000","282735593030.04200000","105453239969.95800000","50647404687.11600000","3871073816.00000000","6178717453.00000000","8549280738.00000000","9969270781.00000000","8009991510.00000000","18224034984.84200000","348466404720.40553600","153947079788.79699200","61217903791.82499200","4790717826.80000000","8135434317.06000000","13380577667.58200000","18364899364.68800000","14875466177.00000000","33182080643.84200000"
"2021-03-15","1303311156777.00000000","1010634825363.41400000","292676331413.58600000","159177091238.00000000","2449830892.00000000","4204442520.00000000","12039433863.80000000","14491062620.00000000","9792456275.00000000","90518803124.78600000","1248538565891.05909303","447109599861.60118000","195719002772.00000000","3093020001.00000000","5609822872.00000000","18502961154.94750000","26506211400.00000000","18245905688.45000000","179432675973.20368000"
"2020-12-10","819244809000.00000000","626986618793.21400000","192258190206.78600000","102801280691.00000000","1418454400.00000000","2701147582.00000000","5038962504.00000000","4606091897.00000000","4660672344.00000000","71031021908.78600000","770668810633.55909303","299130243900.65368000","126210038518.00000000","1790675676.00000000","3649466753.00000000","7970256326.20000000","9041329020.85000000","9308264672.20000000","141160212934.40368000"
"2021-03-13","1292272436777.00000000","1003137507919.41400000","289134928857.58600000","156899022722.00000000","2588696492.00000000","3763863490.00000000","12225302013.80000000","14204075320.00000000","9569641727.00000000","89876036212.78600000","1239191208592.05909303","442114664458.60118000","192937632542.00000000","3278894288.00000000","5025007878.00000000","18794802710.94750000","26008682178.00000000","17837753760.45000000","178231891101.20368000"
"2020-09-01","505412669000.00000000","384598301133.01400000","120814367866.98600000","49974124963.68000000","333964000.00000000","670763600.00000000","1966148141.00000000","1576572599.40000000","307750325.52000000","65984244237.38600000","469848957970.35159303","200465137612.10768000","61186009217.68000000","415998516.00000000","898563305.00000000","3161641372.00000000","3064427251.50280000","612007197.92000000","131126490752.00488000"
"2021-03-12","1286822686777.00000000","999426369761.41400000","287396317015.58600000","155930455918.00000000","2519314854.00000000","3640315330.00000000","12198299573.80000000","13960395120.00000000","9791604127.00000000","89355641212.78600000","1234569404768.05909303","439666362334.60118000","191764598652.00000000","3188923719.00000000","4868565093.00000000","18760685518.94750000","25564990490.00000000","18261727760.45000000","177256871101.20368000"
"2021-03-27","1380247956777.00000000","1071032757329.41400000","309215199447.58600000","168566007478.00000000","2387896536.00000000","4608528029.00000000","11495543211.00000000","15518744213.80000000","12100811486.00000000","94537387613.78600000","1323699161859.85909303","471251248415.30118000","207179496030.00000000","3008896160.70000000","6159644757.00000000","17477916648.00000000","27963668269.94750000","22551423122.00000000","186910203427.65368000"
"2020-03-01","292337436000.00000000","190388901511.15800000","101948534488.84200000","66511044000.00000000","1821707000.00000000","2598220088.00000000","6935253334.00000000","7387559497.00000000","6982096370.64200000","9709194199.20000000","235004345567.19553600","141016205092.29800000","80125120697.85600000","2310340695.00000000","3448477866.80000000","11094753878.00000000","13709095026.40000000","12955373574.04200000","17373043354.20000000"
"2020-06-18","400932635524.00000000","323853513006.99840000","77079122517.00160000","8710416421.94280000","48987464.57760000","100499341.65520000","347025636.38400000","4694629705.40000000","22651564857.20000000","40522139089.84200000","394961099676.19521703","136306036427.86925600","10661955610.35239360","57986223.29760000","126555671.70510240","528617257.51896000","8667400442.47080000","41815962232.31440000","74447558990.21000000"
"2020-09-03","511470429000.00000000","388578956963.31000000","122891472036.69000000","51868702253.68000000","432824000.00000000","602342000.00000000","2015244941.00000000","1661583399.40000000","330840725.52000000","65979134717.09000000","474727233258.35159303","203162589897.10768000","63556109335.68000000","539464146.00000000","806246084.00000000","3255463819.00000000","3233351474.50280000","658648637.72000000","131113306400.20488000"
"2020-12-22","865513919000.00000000","665402564144.21400000","200111354855.78600000","105623242235.00000000","1525721383.00000000","3150235431.00000000","7138826973.00000000","5627731584.00000000","4720663141.00000000","72324375228.78600000","818270059987.55909303","311633987864.65368000","130031632289.00000000","1895886802.15000000","4209175006.30000000","11298617103.55000000","11031136523.20000000","9428039722.05000000","143739500418.40368000"
"2021-02-12","1123181586777.00000000","868573123069.31400000","254608463707.68600000","139298817942.95000000","2219038800.00000000","3571494440.00000000","9534407504.95000000","9679268407.00000000","9531600993.00000000","80773544739.78600000","1071411314769.45909303","390718040912.55368000","171533527566.95000000","2807850764.00000000","4771565434.00000000","14868154244.95000000","17672351485.45000000","18467684677.55000000","160596906739.65368000"
"2020-09-04","514573469000.00000000","390520209552.01400000","124053259447.98600000","52856391456.68000000","543654200.00000000","624692000.00000000","1979492941.00000000","1725599399.40000000","345050725.52000000","65976378725.38600000","477106368311.35159303","204654406334.40368000","64783063725.68000000","675744018.00000000","836362144.00000000","3206963274.00000000","3356419726.50280000","687728637.72000000","131108124808.50088000"
"2020-05-01","390363335524.00000000","313657851913.53040000","76705483610.46960000","6264632282.53360000","912140422.89400000","3146318559.00000000","18823312905.20000000","13400532932.00000000","9851123894.00000000","24303962614.84200000","385206736737.29612800","129830414821.84774720","7201718117.68328320","1138079493.92006400","4228205251.80000000","29950932701.27240000","24627508904.73000000","18210205128.80000000","44473765223.64200000"
"2020-08-19","476297109000.00000000","365815273225.01400000","110481835774.98600000","40266660888.68000000","389711200.00000000","831645600.00000000","1572399200.00000000","977194929.40000000","286692398.46400000","66151031558.44200000","446731984765.35159303","187261436396.10768000","49290514972.68000000","488537978.00000000","1120605643.00000000","2445069660.00000000","1885926724.50280000","565894071.52968000","131464887346.39520000"
"2020-05-06","390681535524.00000000","315226816575.93872000","75454718948.06128000","5393473456.32528000","276499443.40000000","1542899854.29400000","16147171202.20000000","16252397348.00000000","9981114693.00000000","25857302950.84200000","387806824076.12268800","130393475308.38587120","6150057646.99950720","325733823.14080000","2076789737.00116400","26177310986.27240000","29872573568.44200000","18428308218.68800000","47362701327.84200000"
"2020-11-21","741384649000.00000000","559012662945.14400000","182371986054.85600000","99213407885.07000000","985018800.00000000","1488042704.00000000","3612343880.00000000","4731062341.00000000","3288282305.00000000","69053269259.78600000","685969416570.53559303","284440923608.92368000","122283831853.07000000","1250396100.00000000","1991233477.20000000","5800230999.00000000","9328891611.05000000","6562584029.00000000","137223755539.60368000"
"2020-03-17","350067033000.00000000","231508092412.15800000","118558940587.84200000","77619308869.00000000","1676051020.00000000","3158695635.00000000","6522034349.00000000","9014632508.00000000","6579138154.00000000","13985620052.84200000","285266842515.36353600","164256319011.75400000","93573639162.38400000","2062227759.24000000","4164872602.40000000","10230039267.08800000","16681330620.20000000","12233130099.20000000","25311079501.24200000"
"2020-11-28","766975309000.00000000","583788863415.14400000","183186445584.85600000","97821756110.07000000","1529769905.00000000","1888989600.00000000","3797241384.00000000","4640780141.00000000","3937077905.00000000","69569471659.78600000","716879686553.93559303","286227041607.52368000","120386902205.07000000","1952190526.00000000","2556881538.00000000","6102657995.20000000","9113739575.05000000","7864338629.00000000","138250331139.20368000"
"2020-10-16","616753589000.00000000","473156203250.69400000","143597385749.30600000","66577169029.00000000","515794400.00000000","1242340600.00000000","3293427324.00000000","3176262917.00000000","2354242529.00000000","66439590070.30600000","579390251597.01559303","232186835215.32368000","81768376120.00000000","646041440.00000000","1681337507.00000000","5189721776.20000000","6197096767.00000000","4699605291.00000000","132004656314.12368000"
"2020-09-18","545474409000.00000000","412825865754.63000000","132648543245.37000000","59765342619.06400000","455690000.00000000","1057865885.00000000","2028718600.00000000","2465962411.00000000","951348217.40000000","65923056632.90600000","504647342018.95159303","216167900441.18768000","73297869970.06400000","570160421.00000000","1405920311.00000000","3179027241.00000000","4829471933.00000000","1896384496.50280000","130989066068.62088000"
"2021-02-03","1077349976777.00000000","832847849447.31400000","244502127329.68600000","133707811922.95000000","1477842007.00000000","3367698840.00000000","9184607099.95000000","10020128640.00000000","7455271004.00000000","79288476935.78600000","1026853790019.45909303","375875744118.55368000","164715730378.95000000","1858314583.00000000","4497902843.00000000","14072893610.95000000","18321660247.00000000","14773838326.20000000","157635404129.45368000"
"2020-08-06","453464462228.00000000","352451059948.01400000","101013402279.98600000","32030704123.68000000","372304500.00000000","508948000.00000000","1170525111.40000000","378719605.52000000","520696650.94400000","66027644288.44200000","430198324302.08759303","175331632175.78768000","39371061755.16000000","466132544.00000000","670200928.00000000","1838993386.50280000","727993382.72000000","1027885780.60968000","131229364398.79520000"
"2020-05-02","390428135524.00000000","313951728681.61840000","76476406842.38160000","6082588987.04560000","583487158.29400000","3021906679.00000000","18391866257.20000000","13894671484.00000000","9855069062.00000000","24643357214.84200000","385722417812.29612800","130001729403.94259120","6976946254.66702720","720704309.79116400","4058759307.04000000","29395029826.27240000","25535434947.33000000","18208051309.20000000","45106803449.64200000"
"2020-09-06","519165789000.00000000","393338595388.01400000","125827193611.98600000","54206009132.68000000","734498600.00000000","696415418.00000000","1932002011.00000000","1896188399.40000000","385642725.52000000","65975637325.38600000","480575800552.35159303","206983750693.40368000","66453172904.68000000","915602138.00000000","926695136.00000000","3129165898.00000000","3686985570.50280000","768912637.72000000","131103216408.50088000"
"2020-05-28","392473535524.00000000","320585545168.00656400","71887990355.99343600","2777721907.48067200","102463701.50400000","315220578.30400000","1249798697.66276400","22491284766.20000000","11859483011.00000000","33088157693.84200000","390801489183.48989856","129935126283.48338327","3267550398.36497127","118659038.95244800","388454695.10800000","2008860086.33356400","41558107243.61240000","21868174567.67000000","60725320253.44200000"
"2020-11-24","749357029000.00000000","565670555913.14400000","183686473086.85600000","99422235117.07000000","1333784200.00000000","1698021800.00000000","3693742384.00000000","4757515141.00000000","3510465505.00000000","69270150059.78600000","694312667569.53559303","286430987307.92368000","122501827793.07000000","1687665200.00000000","2287906080.00000000","5926651027.20000000","9363391639.05000000","7008923029.00000000","137654622539.60368000"
"2020-09-27","564635109000.00000000","429756363323.63000000","134878745676.37000000","60503586588.06400000","1081992480.00000000","883409200.00000000","2455905197.00000000","2622222741.00000000","1413563497.40000000","65917507092.90600000","525625938481.95159303","219583869513.18768000","74239754142.06400000","1358308040.00000000","1174752880.00000000","3870502054.00000000","5146471452.00000000","2819347996.50280000","130974732948.62088000"
"2021-02-18","1152182026777.00000000","891177781598.26400000","261004245178.73600000","142095634326.00000000","2261146532.95000000","4321300320.00000000","9590160280.00000000","10198473426.00000000","10538256874.00000000","81998602539.78600000","1099667071555.40909303","400308860557.60118000","174905193893.00000000","2851639661.94750000","5782085863.00000000","14954689455.00000000","18600373517.00000000","20173535828.00000000","163041342339.65368000"
"2020-07-19","430010152228.00000000","335758801751.69400000","94251350476.30600000","25877951445.00000000","337387000.00000000","513317291.40000000","370337097.00000000","337060238.46400000","3818863917.40000000","62991373487.04200000","409723108565.96759303","156790452090.90768000","31597462260.36000000","424717996.80000000","683802832.70280000","568058896.00000000","592711768.44968000","7046285556.47080000","115877412780.12440000"
"2020-04-23","389853035524.00000000","306250615204.98400000","83602420319.01600000","14469585067.08000000","2071021460.00000000","7158623433.20000000","17381535892.89400000","10908096303.00000000","9468741148.00000000","22141357014.84200000","375736863299.52012800","134536236664.77936000","17370881548.24096000","2591409235.60000000","9502530103.07240000","27011788726.59400000","20060569414.03000000","17529998079.60000000","40469059557.64200000"
"2021-01-17","986469432228.00000000","758929929322.21400000","227539502905.78600000","124563717596.00000000","1895906640.00000000","3064143720.00000000","5994979815.00000000","10416499865.00000000","5173734584.00000000","76426777805.78600000","934904732850.07509303","350663450490.65368000","152960546084.00000000","2402364442.00000000","4099673900.00000000","9290230599.45000000","19664389535.55000000","10324416110.20000000","151921829819.45368000"
"2021-02-05","1087507556777.00000000","841295584055.31400000","246211972721.68600000","134725424874.95000000","1674037800.00000000","2753397907.00000000","9724340879.95000000","9959986258.00000000","7749287186.00000000","79625206935.78600000","1037411868185.45909303","378474087471.55368000","165963853818.95000000","2103364178.00000000","3694096617.00000000","14906233932.95000000","18216502687.00000000","15281202108.20000000","158308834129.45368000"
"2020-06-16","399712835524.00000000","323549884015.77600000","76162951508.22400000","7724406517.74280000","40079560.00000000","111156321.65520000","405858356.38400000","6147401825.60000000","21991223757.00000000","39738965169.84200000","394567139827.39521703","135209588717.66925600","9448228095.72999360","47820270.72000000","137742048.70510240","613974992.51896000","11365256651.70320000","40590593189.72200000","73005973468.57000000"
"2020-02-29","289420536000.00000000","188019021985.15800000","101401514014.84200000","66492953614.00000000","1672580200.00000000","2504937674.00000000","6889183460.00000000","7329557297.00000000","7067019570.64200000","9441822199.20000000","232117149576.19553600","140143486051.29800000","80095678325.85600000","2116642049.20000000","3327507328.60000000","11009324053.00000000","13606487386.40000000","13111346090.04200000","16876500818.20000000"
"2020-03-09","320145536000.00000000","211153973796.15800000","108991562203.84200000","56574380266.00000000","946067423.00000000","12043126.00000000","21675468.00000000","5762764676.00000000","6744784463.64200000","11872158915.20000000","248037704569.13153600","113964540698.71400000","68266048243.07200000","1123772040.00000000","0.00000000","0.00000000","10666511462.80000000","12506077320.84200000","21402131632.00000000"
"2021-02-23","1176477726777.00000000","909597424484.26400000","266880302292.73600000","144573441950.00000000","2471308343.00000000","4672819119.95000000","9508917500.00000000","11430326686.00000000","11019664274.00000000","83203533539.78600000","1122737225361.90909303","409044946136.60118000","177832985923.00000000","3136342945.00000000","6256438201.94750000","14663034998.00000000","20797767217.00000000","20911653228.00000000","165446723623.65368000"
"2020-05-18","391507135524.00000000","318317058422.93470800","73190077101.06529200","3715408733.72732800","218863786.91200000","365053934.75920000","5492235328.62476400","23099740587.20000000","10253510144.00000000","30041804585.84200000","387980776830.03161280","130759866315.10868714","4274662505.12078874","251696634.98574400","449904738.58219040","9199620487.69556400","42567321343.95440000","18898163266.12800000","55118497338.64200000"
"2020-04-27","390110735524.00000000","310450996427.78400000","79659739096.21600000","9394164434.57400000","1817624291.60000000","4741082970.20000000","19083504914.00000000","11732734991.00000000","9694025680.00000000","23193141814.84200000","380406815462.85612800","131597352303.58542400","11062422711.18182400","2290166633.15920000","6345750946.95240000","29978833008.18000000","21573249919.67000000","17929214714.80000000","42417714369.64200000"
"2020-07-24","435343552228.00000000","338879955419.69400000","96463596808.30600000","28089971244.00000000","206958200.00000000","545824691.40000000","589811306.00000000","274454707.16000000","2057564826.70400000","64693951833.04200000","413552730287.88759303","159507912772.98768000","34324655643.36000000","258179389.00000000","735718953.50280000","900994595.00000000","488581026.14168000","3764030596.65880000","119035752569.32440000"
"2020-10-24","637608349000.00000000","488343285433.29400000","149265063566.70600000","71292222229.40000000","596671800.00000000","930213337.00000000","3640167204.00000000","3418390705.00000000","2576710941.00000000","66812128470.30600000","598197643628.01559303","239986134811.57368000","87517792385.40000000","751802383.00000000","1243280978.85000000","5889493743.20000000","6697789676.00000000","5141459091.00000000","132744516554.12368000"
"2021-01-08","945392819000.00000000","728779943029.51400000","216612875970.48600000","117695717112.70000000","1471199900.00000000","2176194760.00000000","7133912582.00000000","8141449886.00000000","4583336497.00000000","75410774352.78600000","897274375670.55909303","335331738481.55368000","144564777346.70000000","1866280024.00000000","2904603620.00000000","11222244559.20000000","15730158772.20000000","9150983973.85000000","149892690185.60368000"
"2020-05-12","391037035524.00000000","316658498391.48512000","74378537132.51488000","4569294155.17888000","278268478.00000000","389300225.40000000","10868608979.09400000","20111177251.00000000","10158841855.00000000","27999586188.84200000","385791960935.53108800","131016804357.19291248","5209125437.16894848","317582117.00000000","497260167.51480000","17904752708.53716400","37019022134.44200000","18729506458.88800000","51339555333.64200000"
"2020-06-26","405098493876.00000000","325397256425.78400000","79701237450.21600000","11561614912.00000000","45234000.00000000","101979066.00000000","228618042.47000000","1569390224.70400000","22012230468.20000000","44178310736.84200000","396911036827.43031303","139394644750.28016000","14169819850.65600000","54435148.00000000","130356610.00000000","345458861.32096000","2840315095.57880000","40678640046.61240000","81175619138.11200000"
"2020-05-04","390559135524.00000000","314575039159.97840000","75984096364.02160000","5753302694.68560000","280891799.40000000","2369189295.89400000","17387234997.20000000","15015780852.00000000","9970230606.00000000","25204006118.84200000","386754560048.32268800","130264525663.12827120","6578318910.68270720","338019281.93640000","3186159735.26476400","28002318569.07240000","27594184800.44200000","18415491239.08800000","46150033126.64200000"
"2020-05-26","392196135524.00000000","320086195689.13704400","72109939834.86295600","2807030484.63619200","200723959.04000000","347024393.52000000","1848530588.62476400","23065386680.20000000","11402064963.00000000","32435318765.84200000","390138131289.87439456","130158677774.65934551","3286943202.14590951","232704147.97648000","425680184.31699200","3057914370.49556400","42608107722.61240000","21023793990.87000000","59523534156.24200000"
"2020-10-14","611984409000.00000000","469717144231.63000000","142267264768.37000000","65383370048.06400000","517348600.00000000","1435136800.00000000","3138556124.00000000","3139066717.00000000","2308614329.00000000","66340113270.30600000","575126973934.95159303","230337539230.38768000","80309428643.06400000","646821600.00000000","1934277235.00000000","4925375252.20000000","6111017395.00000000","4607182290.80000000","131803436814.32368000"
"2020-05-16","391355635524.00000000","317821373561.04990800","73534261962.95009200","3945473375.96412800","253229997.31920000","359595520.00000000","7198702396.82476400","22200840743.00000000","10104401544.00000000","29468558385.84200000","387364798555.49881280","130846414283.37640874","4524306737.91211034","291898400.04433440","447716918.00000000","12023960604.12796400","40880526457.72200000","18615861033.92800000","54062144131.64200000"
"2020-09-05","517136449000.00000000","392102523928.01400000","125033925071.98600000","53685767280.68000000","583818400.00000000","659156000.00000000","1954194941.00000000","1802190399.40000000","363790725.52000000","65974807325.38600000","479048247527.35159303","205929381119.40368000","65816257909.68000000","728618200.00000000","880915772.00000000","3170058933.00000000","3505397258.50280000","725208637.72000000","131102924408.50088000"
"2021-01-06","935902979000.00000000","721587131919.51400000","214315847080.48600000","116083770922.70000000","1242178600.00000000","2060763326.00000000","7430211416.00000000","7798856186.00000000","4642611797.00000000","75057163952.78600000","888306358485.55909303","332113453956.55368000","142608470611.70000000","1562053406.00000000","2742102066.00000000","11617086073.20000000","15126491160.20000000","9269893773.85000000","149187356865.60368000"
"2020-03-14","339727833000.00000000","224755763684.15800000","114972069315.84200000","41210196787.00000000","754814535.00000000","8304880.00000000","23661238.00000000","4410345908.00000000","6691755707.64200000","13264312099.20000000","248028349412.13153600","95299794714.68200000","49859340295.84000000","895925603.20000000","0.00000000","0.00000000","8143313973.20000000","12425003560.84200000","23976211281.60000000"
"2020-08-16","470709609000.00000000","362895236786.01400000","107814372213.98600000","37808452587.68000000","453081077.00000000","946519900.00000000","1331572075.00000000","838504617.40000000","320079638.46400000","66115362318.44200000","443132244375.35159303","183908045175.10768000","46338050450.68000000","573648619.00000000","1276276024.00000000","2089977607.00000000","1606677529.50280000","630508953.52968000","131392905991.39520000"
"2021-03-08","1262191656777.00000000","981050028512.41400000","281141628264.58600000","152010839274.00000000","1930738207.00000000","4077988410.00000000","12192371233.80000000","13318735120.00000000","10012311018.00000000","87594434121.78600000","1211664772262.05909303","430779754673.60118000","187015160107.00000000","2436959024.00000000","5459445710.00000000","18762576001.94750000","24463598769.00000000","18668985940.00000000","173973029121.65368000"
"2020-03-10","324177536000.00000000","214148025306.15800000","110029510693.84200000","53373354299.00000000","786173827.00000000","7973979.00000000","22971068.00000000","5441497876.00000000","6756486539.64200000","12179011639.20000000","248036165713.13153600","109932718338.71400000","64439404723.07200000","929352800.00000000","0.00000000","0.00000000","10067018262.80000000","12530352320.84200000","21966590232.00000000"
"2020-03-06","310164936000.00000000","204460176889.15800000","105704759110.84200000","69062745455.00000000","1609044849.00000000","2611620884.00000000","6833782248.00000000","7744945638.00000000","6739540897.64200000","11099619139.20000000","252215599359.65153600","146558316412.83400000","83251834854.50400000","2031815327.48800000","3472596771.60000000","10971729965.40000000","14365025324.00000000","12491874242.84200000","19973439927.00000000"
"2020-07-31","444512862228.00000000","345797300770.01400000","98715561457.98600000","30054423397.68000000","290780000.00000000","557548800.00000000","936578275.40000000","310415205.52000000","690344814.34400000","65870410965.04200000","422012123264.88759303","162438149035.98768000","36896878920.96000000","358651844.40000000","728684054.00000000","1454252560.50280000","560327570.92000000","1224509261.84048000","121214844823.36440000"
"2020-05-05","390616035524.00000000","314893253934.93840000","75722781589.06160000","5577480008.92560000","249913676.80000000","1961854814.29400000","16901175712.20000000","15524435277.00000000","10013101181.00000000","25491360918.84200000","387278301050.32268800","130342833607.35035120","6366240552.21358720","299306706.89120000","2644853684.00116400","27323403133.07240000","28537161922.64200000","18489142400.68800000","46682725207.84200000"
"2020-03-26","373676933000.00000000","252462515428.15800000","121214417571.84200000","76190398191.00000000","2219546420.00000000","3290417099.00000000","7285248252.00000000","9528555083.00000000","6792501433.00000000","15904291093.84200000","310996419247.44553600","169502943584.14800000","91905565975.77600000","2728457182.84000000","4329112973.16200000","11443686670.12800000","17595002864.60000000","12638216919.40000000","28862900998.24200000"
"2020-05-29","392668735524.00000000","320906851870.29941200","71761883653.70058800","2798861336.62582400","93314141.10400000","264113631.30400000","971581679.62476400","22048755330.20000000","12205368009.00000000","33376029525.84200000","391204485301.24528954","129771048599.88519229","3300606179.57438029","107256010.18284800","327432149.10800000","1520744079.05556400","40744636057.85240000","22510750770.67000000","61259623353.44200000"
"2020-07-17","428087752228.00000000","334975483633.69400000","93112268594.30600000","24917616644.00000000","339847699.40000000","368819590.00000000","334448898.00000000","363619798.46400000","5073276557.40000000","61709579407.04200000","408760880466.78559303","155377494104.28968000","30430974846.56000000","429477208.50280000","488503487.18200000","512241665.00000000","637598352.44968000","9369881151.27080000","113508817393.32440000"
"2020-12-14","834254259000.00000000","638965191193.21400000","195289067806.78600000","103794210886.00000000","1879097805.00000000","2799539582.00000000","5796149000.00000000","4893249921.00000000","4584163604.00000000","71540698128.78600000","785593977528.55909303","303689317238.20368000","127443573752.00000000","2391726917.55000000","3751613341.00000000","9184919660.00000000","9588680161.05000000","9154324648.20000000","142174478758.40368000"
"2020-08-31","502181849000.00000000","382505355716.01400000","119676493283.98600000","48859435780.68000000","366344000.00000000","669321400.00000000","1942490141.00000000","1547526599.40000000","308096325.52000000","65982479037.38600000","467291852634.35159303","198986694750.10768000","59791209919.68000000","458820512.00000000","896704596.00000000","3107663809.00000000","3002683163.50280000","612611717.92000000","131117001032.00488000"
"2020-08-29","497024429000.00000000","379294149662.01400000","117730279337.98600000","46916862696.68000000","454055600.00000000","648701200.00000000","1894626699.00000000","1487158617.40000000","289509907.52000000","66038564617.38600000","463373692901.35159303","196492164810.10768000","57381065053.68000000","570131921.00000000","869641298.00000000","3005653097.00000000","2875016528.50280000","574384099.92000000","131216272812.00488000"
"2020-06-20","402098735524.00000000","324160490924.94600000","77938244599.05400000","9594629902.70280000","66187500.00000000","96406227.52520000","314145116.38400000","3678117545.40000000","22893190998.20000000","41291707308.84200000","395343019980.87769703","137347037771.69677600","11752037588.47751360","79073910.00000000","121805254.70510240","477405319.51896000","6790746849.07080000","42256419123.85240000","75869549726.07200000"
"2020-12-15","838537139000.00000000","642359605083.21400000","196177533916.78600000","104528346132.00000000","1560878432.00000000","2943570773.00000000","5966505200.00000000","4949890321.00000000","4614127404.00000000","71613656774.78600000","789822646956.55909303","304995042373.20368000","128358857101.00000000","1992402228.00000000","3940021895.55000000","9463159523.00000000","9704759773.05000000","9214131648.20000000","142321710204.40368000"
